datetime,adj_close,close,high,low,open,volume,symbol
2026-09-01 12:21:00+05:30,1308.199951171875,1308.199951171875,1308.5999755859375,1307.9000244140625,1308.5999755859375,9217,RELIANCE
2026-09-01 12:22:00+05:30,1308.0,1308.0,1308.4000244140625,1307.5999755859375,1308.199951171875,16445,RELIANCE
2026-09-01 12:23:00+05:30,1308.300048828125,1308.300048828125,1308.4000244140625,1307.699951171875,1308.0,12207,RELIANCE
2026-09-01 12:24:00+05:30,1308.0999755859375,1308.0999755859375,1308.800048828125,1308.0,1308.4000244140625,30358,RELIANCE
2026-09-01 12:25:00+05:30,1309.9000244140625,1309.9000244140625,1310.0999755859375,1307.9000244140625,1308.0999755859375,71238,RELIANCE
2026-09-01 12:26:00+05:30,1310.0999755859375,1310.0999755859375,1310.0999755859375,1309.4000244140625,1309.9000244140625,13239,RELIANCE
2026-09-01 12:27:00+05:30,1310.0,1310.0,1310.0999755859375,1309.300048828125,1310.0999755859375,22587,RELIANCE
2026-09-01 12:28:00+05:30,1310.5999755859375,1310.5999755859375,1311.300048828125,1309.5,1310.0999755859375,78278,RELIANCE
2026-09-01 12:29:00+05:30,1311.0,1311.0,1311.199951171875,1310.4000244140625,1310.5,52385,RELIANCE
2026-09-01 12:30:00+05:30,1310.4000244140625,1310.4000244140625,1311.0999755859375,1310.4000244140625,1310.800048828125,21448,RELIANCE
2026-09-01 12:31:00+05:30,1310.5999755859375,1310.5999755859375,1310.9000244140625,1310.4000244140625,1310.4000244140625,9451,RELIANCE
2026-09-01 12:32:00+05:30,1310.0999755859375,1310.0999755859375,1310.5,1310.0,1310.5,6999,RELIANCE
2026-09-01 12:33:00+05:30,1310.300048828125,1310.300048828125,1310.300048828125,1310.0,1310.0999755859375,8372,RELIANCE
2026-09-01 12:34:00+05:30,1310.199951171875,1310.199951171875,1310.300048828125,1310.0999755859375,1310.0999755859375,7882,RELIANCE
2026-09-01 12:35:00+05:30,1310.5,1310.5,1310.5,1310.0,1310.0999755859375,16596,RELIANCE
2026-09-01 12:36:00+05:30,1309.800048828125,1309.800048828125,1310.800048828125,1309.300048828125,1310.5,32858,RELIANCE
2026-09-01 12:37:00+05:30,1310.0,1310.0,1310.0999755859375,1309.300048828125,1309.9000244140625,19479,RELIANCE
2026-09-01 12:38:00+05:30,1309.5,1309.5,1310.0,1309.300048828125,1309.800048828125,11153,RELIANCE
2026-09-01 12:39:00+05:30,1310.0,1310.0,1310.800048828125,1309.199951171875,1309.5,47686,RELIANCE
2026-09-01 12:40:00+05:30,1309.5,1309.5,1310.0,1309.300048828125,1310.0,50688,RELIANCE
2026-09-01 12:41:00+05:30,1309.4000244140625,1309.4000244140625,1309.5999755859375,1309.300048828125,1309.5,7636,RELIANCE
2026-09-01 12:42:00+05:30,1309.0,1309.0,1309.5,1309.0,1309.4000244140625,17747,RELIANCE
2026-09-01 12:43:00+05:30,1309.199951171875,1309.199951171875,1309.199951171875,1309.0,1309.0,10899,RELIANCE
2026-09-01 12:44:00+05:30,1308.800048828125,1308.800048828125,1309.199951171875,1308.5,1309.199951171875,12887,RELIANCE
